Lane.accession,MLST,Isolate,Year,CTZ,CTX,AMP,AMX,AMC,TZP,CXM,CET,GEN,TBM,TMP,CIP
ERS1994961,93,24742_1#20,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995216,224,24742_1#210,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995217,648,24742_1#211,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995218,12,24742_1#212,2008,R,R,R,,,,R,R,R,R,R,S
ERS1995219,58,24742_1#213,2008,R,R,R,,,,R,R,S,S,R,S
ERS1995220,131,24742_1#214,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995221,648,24742_1#215,2008,R,R,R,,,,R,R,R,R,S,R
ERS1995223,1444,24742_1#216,2008,R,R,R,,,,R,R,R,R,R,S
ERS1995224,167,24742_1#217,2008,R,R,R,,,,R,R,S,R,R,R
ERS1995225,2141,24742_1#218,2009,R,R,R,,,,R,R,S,S,R,S
ERS1995227,73,24742_1#219,2008,R,S,R,,,,S,R,S,R,S,S
ERS1994963,58,24742_1#21,2017,S,S,R,,,,S,S,R,R,S,S
ERS1995229,1140,24742_1#220,2009,R,R,R,,,,R,R,S,R,R,R
ERS1995231,648,24742_1#221,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995232,69,24742_1#222,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995233,131,24742_1#223,2009,R,R,R,,,,R,R,S,R,R,R
ERS1995235,38,24742_1#224,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995236,648,24742_1#225,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995238,617,24742_1#226,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995239,8864,24742_1#227,2009,R,R,R,,,,R,R,S,S,R,R
ERS1995240,131,24742_1#228,2009,R,R,R,,,,R,R,S,R,R,R
ERS1995241,131,24742_1#229,2009,R,R,R,,,,R,R,S,R,R,R
ERS1995242,131,24742_1#230,2009,R,R,R,,,,R,R,S,S,S,R
ERS1995243,38,24742_1#231,2009,R,R,R,,,,R,R,S,S,R,R
ERS1995244,457,24742_1#362,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995245,131,24742_1#232,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995248,43,24742_1#233,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995250,617,24742_1#234,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995252,372,24742_1#235,2009,R,R,R,,,,R,R,R,R,R,S
ERS1995253,1284,24742_1#236,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995254,131,24742_1#237,2009,R,R,R,,,,R,R,S,R,R,S
ERS1995255,38,24742_1#238,2009,R,R,R,,,,R,R,R,R,R,S
ERS1995256,38,24742_1#239,2009,R,R,R,,,,R,R,R,R,R,S
ERS1995258,10,24742_1#240,2009,R,R,R,,,,R,R,S,R,S,R
ERS1995259,393,24742_1#241,2009,R,R,R,,,,R,R,S,S,R,R
ERS1995260,69,24742_1#242,2009,R,R,R,,,,R,R,R,R,R,S
ERS1995262,1434,24742_1#243,2017,R,R,R,,,,R,R,S,S,S,S
ERS1995286,550,24742_1#244,2017,R,R,R,,,,R,R,S,S,S,S
ERS1995287,1727,24742_1#245,2017,R,S,R,,,,R,R,S,S,S,S
ERS1995288,69,24742_1#246,2017,R,R,R,,,,R,R,S,S,R,S
ERS1995291,1823,24742_1#248,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995293,399,24742_1#249,2017,S,S,R,,,,S,S,R,R,S,S
ERS1995297,10,24742_1#251,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995264,586,24742_1#252,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995265,362,24742_1#253,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995269,635,24742_1#255,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995270,1141,24742_1#256,2017,R,R,R,,,,R,S,S,S,S,S
ERS1995273,73,24742_1#258,2017,S,S,R,,,,S,R,S,S,S,S
ERS1995274,636,24742_1#259,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994970,2350,24742_1#25,,S,S,R,,,,S,S,S,S,S,S
ERS1995275,607,24742_1#260,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995276,8865,24742_1#261,2017,R,S,R,,,,S,R,S,S,S,S
ERS1995277,409,24742_1#262,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995279,399,24742_1#263,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995280,405,24742_1#264,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995281,131,24742_1#265,2017,S,S,R,,,,S,S,R,R,S,S
ERS1995282,10,24742_1#266,2017,S,S,R,,,,S,R,S,S,R,S
ERS1994918,405,24742_1#268,2008,R,R,R,,,,R,R,R,R,R,R
ERS1994920,131,24742_1#269,2008,R,R,R,,,,R,R,S,R,R,R
ERS1994921,95,24742_1#270,2008,R,R,R,,,,R,R,S,R,S,S
ERS1994922,131,24742_1#271,2008,R,R,R,,,,R,R,R,R,R,S
ERS1994923,156,24742_1#272,2008,R,R,R,,,,R,R,R,R,R,S
ERS1994924,131,24742_1#273,2008,R,S,R,,,,R,R,R,R,R,S
ERS1994927,405,24742_1#274,2008,R,R,R,,,,R,R,S,R,S,R
ERS1994928,12,24742_1#275,2008,R,R,R,,,,R,R,R,R,R,S
ERS1994932,648,24742_1#276,2008,R,R,R,,,,R,R,R,R,R,R
ERS1994934,135,24742_1#277,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994935,1973,24742_1#278,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994936,69,24742_1#279,2017,R,R,R,,,,R,R,S,S,S,S
ERS1994938,399,24742_1#280,2017,R,S,R,,,,R,R,S,S,S,S
ERS1994940,127,24742_1#281,2017,S,S,S,,,,S,S,S,S,S,S
ERS1994941,2351,24742_1#282,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994942,141,24742_1#283,2017,S,S,S,,,,S,S,S,S,S,S
ERS1994949,337,24742_1#285,2017,S,S,R,,,,S,S,S,S,R,S
ERS1994953,4598,24742_1#286,2017,S,S,R,,,,S,S,S,S,R,S
ERS1994954,23,24742_1#287,2017,S,R,R,,,,S,R,R,R,S,S
ERS1994955,297,24742_1#288,2017,S,S,R,,,,S,S,R,R,R,S
ERS1994957,399,24742_1#289,2017,S,S,S,,,,S,S,S,S,S,S
ERS1994959,607,24742_1#290,2017,S,S,R,,,,S,S,S,R,S,S
ERS1994960,69,24742_1#291,2017,S,S,R,,,,S,S,S,S,R,S
ERS1994962,8852,24742_1#292,2017,S,S,R,,,,S,R,S,R,S,S
ERS1994965,73,24742_1#294,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994980,121,24742_1#297,,S,S,S,,,,S,S,S,S,S,S
ERS1994925,209,24742_1#2,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995017,648,24742_1#300,2008,R,R,R,,,,R,R,S,R,S,R
ERS1995018,59,24742_1#301,2008,R,R,R,,,,R,R,S,R,S,S
ERS1995019,648,24742_1#302,2008,R,R,R,,,,R,R,S,R,R,R
ERS1995021,131,24742_1#303,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995023,354,24742_1#304,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995029,641,24742_1#307,,S,S,R,,,,S,S,S,S,S,S
ERS1995059,88,24742_1#318,,R,S,R,,,,R,R,S,S,R,S
ERS1995105,3021,24742_1#320,2008,S,S,S,,,,S,S,S,S,S,S
ERS1995107,12,24742_1#321,,S,S,R,,,,S,S,S,S,S,S
ERS1995110,1665,24742_1#322,1998,S,S,S,,,,S,S,S,S,S,S
ERS1995111,3021,24742_1#323,,R,R,R,,,,R,R,R,R,R,R
ERS1995120,590,24742_1#324,,S,S,R,,,,S,S,S,S,S,S
ERS1995123,12,24742_1#326,,S,R,R,,,,S,S,R,S,S,S
ERS1995134,973,24742_1#327,1999,S,S,R,,,,S,S,S,R,R,S
ERS1995135,131,24742_1#328,2007,R,R,R,,,,R,R,S,R,R,R
ERS1995136,660,24742_1#329,,R,S,R,,,,R,R,S,S,S,S
ERS1995139,3,24742_1#330,,S,S,R,,,,S,S,S,S,S,S
ERS1995144,10,24742_1#331,,S,R,R,,,,R,S,R,R,S,S
ERS1995145,131,24742_1#332,2007,R,R,R,,,,R,R,S,R,R,R
ERS1995148,70,24742_1#333,1998,R,S,R,,,,S,S,S,S,S,S
ERS1995149,5268,24742_1#334,2013,S,S,R,,,,S,S,S,S,S,S
ERS1995151,10,24742_1#335,1977,S,S,R,,,,S,S,R,R,S,S
ERS1995153,131,24742_1#336,2005,R,R,R,,,,R,R,R,R,R,R
ERS1995154,12,24742_1#337,,R,R,R,,,,R,R,R,R,R,S
ERS1995159,38,24742_1#339,2005,R,R,R,,,,R,R,R,R,R,S
ERS1994979,69,24742_1#33,,S,S,R,,,,S,S,S,S,S,S
ERS1995160,131,24742_1#340,,S,S,R,,,,S,S,R,R,R,S
ERS1995161,59,24742_1#341,2014,S,S,R,,,,S,S,S,S,S,S
ERS1995163,59,24742_1#342,1999,S,S,R,,,,S,S,S,S,S,S
ERS1995164,34,24742_1#343,1970,S,R,R,,,,R,R,R,R,R,S
ERS1995165,127,24742_1#344,,S,S,S,,,,S,S,S,S,S,S
ERS1995166,1724,24742_1#345,2005,R,R,R,,,,R,R,R,R,R,S
ERS1995183,8853,24742_1#347,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995190,547,24742_1#348,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995196,62,24742_1#350,2017,S,S,R,,,,S,S,S,S,R,S
ERS1995207,10,24742_1#351,,S,S,S,,,,S,S,S,S,S,S
ERS1995208,155,24742_1#352,2008,R,R,R,,,,R,R,S,S,R,S
ERS1995209,127,24742_1#353,2008,R,R,R,,,,R,R,S,S,S,S
ERS1995211,131,24742_1#354,2008,R,R,R,,,,R,R,S,R,R,R
ERS1995222,38,24742_1#355,2008,R,R,R,,,,R,R,S,S,R,S
ERS1995226,5024,24742_1#356,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995228,69,24742_1#357,2008,R,R,R,,,,R,R,S,S,S,S
ERS1995230,648,24742_1#358,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995237,131,24742_1#360,2009,R,R,R,,,,R,R,S,R,S,R
ERS1995243,38,24742_1#361,2009,R,R,R,,,,R,R,S,S,R,S
ERS1995247,131,24742_1#363,2009,R,R,R,,,,R,R,S,R,R,S
ERS1995249,405,24742_1#364,2009,R,R,R,,,,R,R,S,S,R,R
ERS1995251,48,24742_1#365,2009,R,R,R,,,,R,R,S,S,S,S
ERS1995257,648,24742_1#366,2009,R,R,R,,,,R,R,S,S,R,R
ERS1995261,12,24742_1#367,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995263,641,24742_1#368,2017,S,S,R,,,,S,R,S,S,S,S
ERS1995289,6701,24742_1#369,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995292,10,24742_1#370,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995295,58,24742_1#372,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995266,8855,24742_1#373,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995267,136,24742_1#374,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995271,141,24742_1#375,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995278,1231,24742_1#376,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995283,6237,24742_1#377,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995284,5064,24742_1#378,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995285,95,24742_1#379,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995299,10,24742_1#381,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995300,73,24742_1#382,2017,S,S,R,,,,S,S,S,R,S,S
ERS1994926,38,24742_1#3,2008,R,R,R,,,,R,R,R,R,R,S
ERS1994996,398,24742_1#47,,S,S,R,,,,S,S,S,S,R,S
ERS1994929,131,24742_1#4,2008,R,R,R,,,,R,R,S,S,R,R
ERS1995013,362,24742_1#53,,S,S,R,,,,S,S,S,S,S,S
ERS1995020,131,24742_1#57,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995022,678,24742_1#58,2008,R,R,R,,,,R,R,R,R,R,S
ERS1994930,131,24742_1#5,2008,R,R,R,,,,R,R,S,S,R,R
ERS1994931,131,24742_1#6,2008,R,R,R,,,,R,R,S,S,R,S
ERS1994933,131,24742_1#7,2008,R,R,R,,,,R,R,S,R,R,R
ERS1995057,399,24742_1#89,,S,S,S,,,,S,S,S,S,S,S
ERS1994937,216,24742_1#8,2017,S,S,R,,,,R,S,S,S,S,S
ERS1995058,635,24742_1#90,,S,S,S,,,,S,S,R,R,S,S
ERS1995060,10,24742_1#91,,S,S,S,,,,S,S,S,S,S,S
ERS1995061,130,24742_1#92,,S,S,R,,,,S,S,S,S,S,S
ERS1995062,372,24742_1#93,,S,S,R,,,,S,S,S,S,S,S
ERS1995064,68,24742_1#94,,S,S,S,,,,S,S,S,S,S,S
ERS1995065,1619,24742_1#95,,S,S,R,,,,S,S,S,S,S,S
ERS1995066,8858,24742_1#96,,S,S,S,,,,S,S,S,S,S,S
ERS1995067,607,24742_1#97,,S,S,S,,,,S,S,S,R,S,S
ERS1995068,127,24742_1#98,,S,S,R,,,,S,S,S,S,S,S
ERS1995069,5825,24742_1#99,,S,S,R,,,,S,S,S,S,S,S
ERS1994939,685,24742_1#9,2017,S,S,R,,,,S,S,S,S,S,S
